,Start Date,End Date,Price 180 Days Before,End Price
,2020-09-01,2021-02-01,142.00999450683594,162.7100067138672
,2013-03-01,2016-06-01,67.26000213623047,112.77999877929688
,2020-10-01,2021-12-01,76.63167572021484,74.44000244140625
